Ativo;Data;Hora;Abertura;Máximo;Mínimo;Fechamento;Volume;Quantidade
WINJ26;30/12/2025;18:20:00;167.180;167.180;167.080;167.080;869.104,00;26
WINJ26;30/12/2025;18:00:00;167.355;167.395;167.070;167.220;6.153.097,00;184
WINJ26;30/12/2025;17:40:00;167.595;167.615;167.300;167.385;7.601.747,00;227
WINJ26;30/12/2025;17:20:00;167.675;167.730;167.580;167.610;2.984.127,00;89
WINJ26;30/12/2025;17:00:00;167.660;167.695;167.500;167.695;2.514.257,00;75
WINJ26;30/12/2025;16:40:00;167.665;167.740;167.615;167.685;838.437,00;25
WINJ26;30/12/2025;16:20:00;167.785;167.785;167.555;167.600;1.374.766,00;41
WINJ26;30/12/2025;16:00:00;167.615;167.790;167.595;167.750;1.375.342,00;41
WINJ26;30/12/2025;15:40:00;167.680;167.710;167.550;167.600;2.950.148,00;88
WINJ26;30/12/2025;15:20:00;167.735;167.815;167.690;167.690;939.376,00;28
WINJ26;30/12/2025;15:00:00;167.845;167.845;167.700;167.700;1.006.750,00;30
WINJ26;30/12/2025;14:40:00;167.760;167.875;167.755;167.820;2.114.656,00;63
WINJ26;30/12/2025;14:20:00;167.685;167.860;167.685;167.790;4.094.469,00;122
WINJ26;30/12/2025;14:00:00;167.555;167.715;167.460;167.640;1.340.926,00;40
WINJ26;30/12/2025;13:40:00;167.730;167.760;167.565;167.650;1.508.676,00;45
WINJ26;30/12/2025;13:20:00;167.700;167.810;167.640;167.790;5.838.374,00;174
WINJ26;30/12/2025;13:00:00;167.505;167.680;167.505;167.660;7.273.476,00;217
WINJ26;30/12/2025;12:40:00;167.405;167.555;167.290;167.505;3.315.521,00;99
WINJ26;30/12/2025;12:20:00;167.295;167.450;167.130;167.400;1.706.548,00;51
WINJ26;30/12/2025;12:00:00;167.060;167.285;166.975;167.285;2.507.720,00;75
WINJ26;30/12/2025;11:40:00;167.345;167.450;166.970;167.015;1.905.047,00;57
WINJ26;30/12/2025;11:20:00;167.600;167.630;167.120;167.435;6.427.372,00;192
WINJ26;30/12/2025;11:00:00;167.200;167.660;167.165;167.600;57.004.960,00;1.702
WINJ26;30/12/2025;10:40:00;167.680;167.695;167.205;167.205;14.626.195,00;437
WINJ26;30/12/2025;10:20:00;167.925;168.035;167.590;167.690;39.730.286,00;1.184
WINJ26;30/12/2025;10:00:00;167.590;167.955;167.445;167.800;39.067.605,00;1.165
WINJ26;30/12/2025;09:40:00;167.780;167.885;167.585;167.740;20.890.343,00;623
WINJ26;30/12/2025;09:20:00;167.460;167.975;167.435;167.710;36.756.061,00;1.096
WINJ26;30/12/2025;09:00:00;166.530;167.500;166.420;167.500;56.013.015,00;1.676
WINJ26;29/12/2025;18:20:00;166.320;166.420;166.320;166.420;34.967.374,00;1.051
WINJ26;29/12/2025;18:00:00;166.210;166.320;166.130;166.205;35.394.711,00;1.065
WINJ26;29/12/2025;17:40:00;166.220;166.265;166.050;166.205;9.733.577,00;293
WINJ26;29/12/2025;17:20:00;166.300;166.375;165.875;166.190;20.391.265,00;614
WINJ26;29/12/2025;17:00:00;166.175;166.385;166.175;166.325;1.430.261,00;43
WINJ26;29/12/2025;16:40:00;166.010;166.225;165.990;166.150;2.725.233,00;82
WINJ26;29/12/2025;16:20:00;165.845;166.050;165.845;165.950;1.792.351,00;54
WINJ26;29/12/2025;16:00:00;165.800;165.980;165.735;165.880;2.255.650,00;68
WINJ26;29/12/2025;15:40:00;166.000;166.000;165.700;165.805;2.686.481,00;81
WINJ26;29/12/2025;15:20:00;166.250;166.300;165.940;166.005;15.512.873,00;467
WINJ26;29/12/2025;15:00:00;166.185;166.350;166.185;166.275;5.120.649,00;154
WINJ26;29/12/2025;14:40:00;166.305;166.400;166.115;166.160;4.719.659,00;142
WINJ26;29/12/2025;14:20:00;166.075;166.350;166.075;166.290;7.812.694,00;235
WINJ26;29/12/2025;14:00:00;166.130;166.130;165.975;166.060;14.219.848,00;428
WINJ26;29/12/2025;13:40:00;166.110;166.145;166.000;166.130;730.785,00;22
WINJ26;29/12/2025;13:20:00;166.060;166.200;166.045;166.070;1.029.873,00;31
WINJ26;29/12/2025;13:00:00;166.250;166.260;165.980;166.045;1.262.208,00;38
WINJ26;29/12/2025;12:40:00;166.065;166.200;165.970;166.190;1.826.911,00;55
WINJ26;29/12/2025;12:20:00;166.125;166.220;165.950;166.025;6.012.992,00;181
WINJ26;29/12/2025;12:00:00;166.490;166.520;166.090;166.185;19.783.457,00;595
WINJ26;29/12/2025;11:40:00;166.350;166.765;166.315;166.450;6.261.288,00;188
WINJ26;29/12/2025;11:20:00;166.340;166.565;166.315;166.370;8.319.335,00;250
WINJ26;29/12/2025;11:00:00;166.510;166.600;166.295;166.325;15.641.972,00;470
WINJ26;29/12/2025;10:40:00;166.700;166.700;166.425;166.460;11.658.465,00;350
WINJ26;29/12/2025;10:20:00;166.415;166.785;166.350;166.570;39.348.477,00;1.181
WINJ26;29/12/2025;10:00:00;166.885;167.075;166.370;166.435;22.693.354,00;681
WINJ26;29/12/2025;09:40:00;167.050;167.145;166.840;166.895;7.916.788,00;237
WINJ26;29/12/2025;09:20:00;167.240;167.420;166.880;167.105;10.457.175,00;313
WINJ26;29/12/2025;09:00:00;167.145;167.555;166.975;167.305;39.168.920,00;1.171
WINJ26;26/12/2025;18:20:00;167.350;167.355;167.285;167.315;2.007.755,00;60
WINJ26;26/12/2025;18:00:00;167.125;167.330;167.100;167.325;1.805.698,00;54
WINJ26;26/12/2025;17:40:00;167.020;167.125;166.985;167.125;1.703.794,00;51
WINJ26;26/12/2025;17:20:00;166.810;167.035;166.810;167.020;5.108.703,00;153
WINJ26;26/12/2025;17:00:00;166.650;166.835;166.650;166.810;767.265,00;23
WINJ26;26/12/2025;16:40:00;166.750;166.750;166.695;166.705;266.750,00;8
WINJ26;26/12/2025;16:20:00;166.750;166.750;166.640;166.640;933.464,00;28
WINJ26;26/12/2025;16:00:00;166.580;166.750;166.535;166.740;2.166.368,00;65
WINJ26;26/12/2025;15:40:00;166.545;166.605;166.510;166.605;366.405,00;11
WINJ26;26/12/2025;15:20:00;166.480;166.580;166.445;166.515;1.265.371,00;38
WINJ26;26/12/2025;15:00:00;166.645;166.745;166.450;166.450;2.499.212,00;75
WINJ26;26/12/2025;14:40:00;166.515;166.640;166.435;166.640;3.530.254,00;106
WINJ26;26/12/2025;14:20:00;166.425;166.505;166.310;166.505;1.497.946,00;45
WINJ26;26/12/2025;14:00:00;166.110;166.515;166.110;166.515;1.996.610,00;60
WINJ26;26/12/2025;13:40:00;166.100;166.110;165.960;166.110;1.328.378,00;40
WINJ26;26/12/2025;13:20:00;166.250;166.250;166.065;166.065;2.059.947,00;62
WINJ26;26/12/2025;13:00:00;166.420;166.490;166.185;166.280;2.030.041,00;61
WINJ26;26/12/2025;12:40:00;166.400;166.500;166.280;166.420;2.495.767,00;75
WINJ26;26/12/2025;12:20:00;166.510;166.575;166.400;166.400;3.129.370,00;94
WINJ26;26/12/2025;12:00:00;166.005;166.685;165.940;166.560;5.726.383,00;172
WINJ26;26/12/2025;11:40:00;166.100;166.195;165.880;165.975;2.357.735,00;71
WINJ26;26/12/2025;11:20:00;165.730;166.335;165.570;166.220;25.069.680,00;756
WINJ26;26/12/2025;11:00:00;165.420;165.735;165.390;165.735;16.249.379,00;491
WINJ26;26/12/2025;10:40:00;165.655;165.665;165.355;165.455;17.412.402,00;526
WINJ26;26/12/2025;10:20:00;165.715;165.905;165.375;165.670;51.337.611,00;1.550
WINJ26;26/12/2025;10:00:00;165.700;166.050;165.700;165.750;13.374.850,00;403
WINJ26;26/12/2025;09:40:00;165.705;166.025;165.675;165.705;26.766.741,00;807
WINJ26;26/12/2025;09:20:00;165.855;165.855;165.580;165.765;35.626.604,00;1.075
WINJ26;26/12/2025;09:00:00;166.295;166.295;165.460;165.960;37.890.898,00;1.142
WINJ26;23/12/2025;18:20:00;166.530;166.580;166.500;166.500;266.462,00;8
WINJ26;23/12/2025;18:00:00;166.590;166.780;166.545;166.545;7.501.772,00;225
WINJ26;23/12/2025;17:40:00;166.430;166.635;166.375;166.590;4.330.281,00;130
WINJ26;23/12/2025;17:20:00;166.390;166.505;166.360;166.440;2.430.340,00;73
WINJ26;23/12/2025;17:00:00;166.370;166.445;166.330;166.405;4.326.246,00;130
WINJ26;23/12/2025;16:40:00;166.540;166.540;166.390;166.405;1.431.454,00;43
WINJ26;23/12/2025;16:20:00;166.580;166.580;166.420;166.515;14.217.692,00;427
WINJ26;23/12/2025;16:00:00;166.470;166.600;166.425;166.565;6.459.906,00;194
WINJ26;23/12/2025;15:40:00;166.370;166.490;166.355;166.475;1.098.557,00;33
WINJ26;23/12/2025;15:20:00;166.425;166.435;166.320;166.370;8.054.221,00;242
WINJ26;23/12/2025;15:00:00;166.675;166.675;166.195;166.405;27.260.608,00;819
WINJ26;23/12/2025;14:40:00;166.605;166.695;166.550;166.685;7.264.466,00;218
WINJ26;23/12/2025;14:20:00;166.515;166.645;166.440;166.590;16.890.090,00;507
WINJ26;23/12/2025;14:00:00;166.500;166.580;166.400;166.580;11.657.948,00;350
WINJ26;23/12/2025;13:40:00;166.580;166.580;166.440;166.505;8.192.371,00;246
WINJ26;23/12/2025;13:20:00;166.440;166.580;166.325;166.580;19.306.708,00;580
WINJ26;23/12/2025;13:00:00;166.360;166.520;166.300;166.500;11.387.566,00;342
WINJ26;23/12/2025;12:40:00;166.555;166.555;166.260;166.405;27.288.835,00;820
WINJ26;23/12/2025;12:20:00;166.445;166.705;166.250;166.565;49.528.473,00;1.487
WINJ26;23/12/2025;12:00:00;166.130;166.525;166.125;166.475;91.206.204,00;2.741
WINJ26;23/12/2025;11:40:00;165.805;166.160;165.685;166.060;66.026.913,00;1.989
WINJ26;23/12/2025;11:20:00;165.500;165.815;165.220;165.815;54.285.578,00;1.640
WINJ26;23/12/2025;11:00:00;165.660;165.995;165.505;165.545;23.113.675,00;697
WINJ26;23/12/2025;10:40:00;165.380;165.715;165.275;165.620;7.980.209,00;241
WINJ26;23/12/2025;10:20:00;165.715;165.735;165.065;165.325;23.672.767,00;716
WINJ26;23/12/2025;10:00:00;165.025;165.725;164.915;165.645;21.204.601,00;641
WINJ26;23/12/2025;09:40:00;165.015;165.385;165.000;165.010;19.985.458,00;605
WINJ26;23/12/2025;09:20:00;165.145;165.190;164.845;164.995;6.635.182,00;201
WINJ26;23/12/2025;09:00:00;164.310;165.120;164.220;165.120;19.867.565,00;603
WINJ26;22/12/2025;18:20:00;164.285;164.285;164.125;164.125;1.248.413,00;38
WINJ26;22/12/2025;18:00:00;164.315;164.355;164.150;164.255;52.843.599,00;1.609
WINJ26;22/12/2025;17:40:00;164.300;164.500;164.300;164.315;5.852.967,00;178
WINJ26;22/12/2025;17:20:00;164.380;164.470;164.220;164.285;1.675.905,00;51
WINJ26;22/12/2025;17:00:00;164.375;164.425;164.330;164.390;7.759.484,00;236
WINJ26;22/12/2025;16:40:00;164.195;164.405;164.145;164.325;1.281.536,00;39
WINJ26;22/12/2025;16:20:00;164.265;164.320;164.185;164.215;8.641.216,00;263
WINJ26;22/12/2025;16:00:00;164.360;164.400;164.240;164.240;5.158.517,00;157
WINJ26;22/12/2025;15:40:00;164.315;164.505;164.295;164.425;10.982.822,00;334
WINJ26;22/12/2025;15:20:00;164.090;164.360;163.985;164.350;15.925.807,00;485
WINJ26;22/12/2025;15:00:00;164.350;164.405;164.075;164.140;20.498.788,00;624
WINJ26;22/12/2025;14:40:00;164.495;164.500;164.300;164.400;4.043.290,00;123
WINJ26;22/12/2025;14:20:00;164.365;164.450;164.245;164.420;4.502.659,00;137
WINJ26;22/12/2025;14:00:00;164.520;164.590;164.355;164.355;3.388.737,00;103
WINJ26;22/12/2025;13:40:00;164.370;164.585;164.320;164.525;18.614.808,00;566
WINJ26;22/12/2025;13:20:00;164.265;164.400;164.070;164.350;12.383.592,00;377
WINJ26;22/12/2025;13:00:00;164.135;164.400;164.110;164.400;16.228.662,00;494
WINJ26;22/12/2025;12:40:00;163.850;164.285;163.755;164.115;16.343.124,00;498
WINJ26;22/12/2025;12:20:00;163.795;164.125;163.730;163.850;13.514.837,00;412
WINJ26;22/12/2025;12:00:00;163.750;164.025;163.735;163.845;25.591.557,00;781
WINJ26;22/12/2025;11:40:00;163.510;163.890;163.415;163.830;49.651.030,00;1.516
WINJ26;22/12/2025;11:20:00;163.985;163.985;163.465;163.550;66.013.471,00;2.017
WINJ26;22/12/2025;11:00:00;164.250;164.580;164.015;164.015;7.790.347,00;237
WINJ26;22/12/2025;10:40:00;164.200;164.390;163.985;164.285;6.370.890,00;194
WINJ26;22/12/2025;10:20:00;164.455;164.455;164.185;164.265;8.179.641,00;249
WINJ26;22/12/2025;10:00:00;164.740;164.825;164.190;164.385;20.291.714,00;617
WINJ26;22/12/2025;09:40:00;164.800;164.930;164.645;164.810;9.819.711,00;298
WINJ26;22/12/2025;09:20:00;164.925;165.080;164.710;164.785;22.858.485,00;693
WINJ26;22/12/2025;09:00:00;165.430;165.610;164.970;165.000;25.912.046,00;783
WINJ26;19/12/2025;18:20:00;164.890;165.200;164.860;165.200;3.628.162,00;110
WINJ26;19/12/2025;18:00:00;164.745;164.925;164.690;164.815;21.226.905,00;644
