Ativo;Data;Hora;Abertura;Máximo;Mínimo;Fechamento;Volume;Quantidade
WINJ26;30/12/2025;18:24:00;167.090;167.090;167.080;167.080;300.752,00;9
WINJ26;30/12/2025;18:22:00;167.145;167.145;167.110;167.145;200.557,00;6
WINJ26;30/12/2025;18:21:00;167.175;167.175;167.175;167.175;33.435,00;1
WINJ26;30/12/2025;18:20:00;167.180;167.180;167.180;167.180;334.360,00;10
WINJ26;30/12/2025;18:19:00;167.220;167.220;167.220;167.220;66.888,00;2
WINJ26;30/12/2025;18:18:00;167.165;167.210;167.165;167.195;367.814,00;11
WINJ26;30/12/2025;18:17:00;167.110;167.110;167.110;167.110;33.422,00;1
WINJ26;30/12/2025;18:16:00;167.115;167.155;167.115;167.155;66.854,00;2
WINJ26;30/12/2025;18:15:00;167.140;167.150;167.115;167.115;568.260,00;17
WINJ26;30/12/2025;18:14:00;167.070;167.070;167.070;167.070;33.414,00;1
WINJ26;30/12/2025;18:13:00;167.085;167.085;167.075;167.075;100.249,00;3
WINJ26;30/12/2025;18:12:00;167.115;167.115;167.115;167.115;33.423,00;1
WINJ26;30/12/2025;18:11:00;167.130;167.130;167.090;167.090;668.430,00;20
WINJ26;30/12/2025;18:10:00;167.155;167.155;167.140;167.140;234.005,00;7
WINJ26;30/12/2025;18:09:00;167.210;167.210;167.195;167.210;601.920,00;18
WINJ26;30/12/2025;18:08:00;167.195;167.195;167.195;167.195;66.878,00;2
WINJ26;30/12/2025;18:07:00;167.145;167.150;167.140;167.150;100.287,00;3
WINJ26;30/12/2025;18:06:00;167.140;167.155;167.140;167.155;167.146,00;5
WINJ26;30/12/2025;18:05:00;167.190;167.200;167.155;167.155;635.259,00;19
WINJ26;30/12/2025;18:04:00;167.290;167.295;167.245;167.245;869.721,00;26
WINJ26;30/12/2025;18:03:00;167.330;167.330;167.200;167.200;936.649,00;28
WINJ26;30/12/2025;18:02:00;167.355;167.360;167.355;167.360;167.358,00;5
WINJ26;30/12/2025;18:01:00;167.395;167.395;167.395;167.395;33.479,00;1
WINJ26;30/12/2025;18:00:00;167.355;167.355;167.350;167.350;401.641,00;12
WINJ26;30/12/2025;17:59:00;167.405;167.405;167.385;167.385;368.251,00;11
WINJ26;30/12/2025;17:58:00;167.470;167.470;167.410;167.455;133.958,00;4
WINJ26;30/12/2025;17:57:00;167.400;167.475;167.400;167.475;3.448.883,00;103
WINJ26;30/12/2025;17:55:00;167.350;167.350;167.350;167.350;66.940,00;2
WINJ26;30/12/2025;17:53:00;167.390;167.390;167.390;167.390;33.478,00;1
WINJ26;30/12/2025;17:52:00;167.390;167.390;167.390;167.390;33.478,00;1
WINJ26;30/12/2025;17:51:00;167.380;167.380;167.380;167.380;167.380,00;5
WINJ26;30/12/2025;17:50:00;167.360;167.360;167.300;167.320;334.655,00;10
WINJ26;30/12/2025;17:49:00;167.390;167.440;167.385;167.440;435.257,00;13
WINJ26;30/12/2025;17:48:00;167.500;167.500;167.380;167.380;1.372.876,00;41
WINJ26;30/12/2025;17:47:00;167.555;167.555;167.555;167.555;167.555,00;5
WINJ26;30/12/2025;17:46:00;167.570;167.615;167.570;167.615;435.770,00;13
WINJ26;30/12/2025;17:42:00;167.585;167.585;167.545;167.545;368.648,00;11
WINJ26;30/12/2025;17:41:00;167.595;167.595;167.595;167.595;33.519,00;1
WINJ26;30/12/2025;17:40:00;167.595;167.595;167.580;167.580;201.099,00;6
WINJ26;30/12/2025;17:38:00;167.625;167.625;167.610;167.610;201.147,00;6
WINJ26;30/12/2025;17:37:00;167.585;167.585;167.585;167.585;67.034,00;2
WINJ26;30/12/2025;17:36:00;167.615;167.625;167.580;167.595;435.766,00;13
WINJ26;30/12/2025;17:35:00;167.595;167.640;167.595;167.640;335.234,00;10
WINJ26;30/12/2025;17:32:00;167.655;167.660;167.655;167.660;167.659,00;5
WINJ26;30/12/2025;17:29:00;167.635;167.635;167.630;167.630;67.053,00;2
WINJ26;30/12/2025;17:28:00;167.640;167.640;167.620;167.635;167.627,00;5
WINJ26;30/12/2025;17:27:00;167.665;167.665;167.665;167.665;1.140.122,00;34
WINJ26;30/12/2025;17:26:00;167.690;167.730;167.690;167.730;234.808,00;7
WINJ26;30/12/2025;17:25:00;167.685;167.685;167.675;167.675;67.072,00;2
WINJ26;30/12/2025;17:24:00;167.675;167.675;167.675;167.675;100.605,00;3
WINJ26;30/12/2025;17:18:00;167.685;167.695;167.685;167.695;368.926,00;11
WINJ26;30/12/2025;17:16:00;167.665;167.680;167.660;167.660;234.737,00;7
WINJ26;30/12/2025;17:15:00;167.630;167.645;167.630;167.645;201.167,00;6
WINJ26;30/12/2025;17:11:00;167.595;167.595;167.595;167.595;134.076,00;4
WINJ26;30/12/2025;17:10:00;167.550;167.605;167.550;167.605;402.240,00;12
WINJ26;30/12/2025;17:09:00;167.550;167.550;167.540;167.540;67.018,00;2
WINJ26;30/12/2025;17:08:00;167.575;167.575;167.500;167.530;368.594,00;11
WINJ26;30/12/2025;17:07:00;167.595;167.595;167.595;167.595;33.519,00;1
WINJ26;30/12/2025;17:06:00;167.620;167.620;167.620;167.620;67.048,00;2
WINJ26;30/12/2025;17:04:00;167.580;167.580;167.580;167.580;167.580,00;5
WINJ26;30/12/2025;17:02:00;167.615;167.615;167.595;167.600;234.642,00;7
WINJ26;30/12/2025;17:01:00;167.645;167.645;167.625;167.625;100.582,00;3
WINJ26;30/12/2025;17:00:00;167.660;167.660;167.660;167.660;134.128,00;4
WINJ26;30/12/2025;16:56:00;167.685;167.685;167.685;167.685;33.537,00;1
WINJ26;30/12/2025;16:55:00;167.705;167.710;167.705;167.710;134.167,00;4
WINJ26;30/12/2025;16:51:00;167.645;167.645;167.645;167.645;33.529,00;1
WINJ26;30/12/2025;16:50:00;167.630;167.630;167.615;167.615;67.049,00;2
WINJ26;30/12/2025;16:49:00;167.650;167.650;167.650;167.650;33.530,00;1
WINJ26;30/12/2025;16:47:00;167.710;167.710;167.710;167.710;33.542,00;1
WINJ26;30/12/2025;16:43:00;167.705;167.705;167.705;167.705;33.541,00;1
WINJ26;30/12/2025;16:42:00;167.685;167.690;167.685;167.690;167.688,00;5
WINJ26;30/12/2025;16:41:00;167.670;167.740;167.670;167.740;268.321,00;8
