Ativo;Data;Hora;Abertura;Máximo;Mínimo;Fechamento;Volume;Quantidade
WINJ26;30/12/2025;18:20:00;167.180;167.180;167.080;167.080;869.104,00;26
WINJ26;30/12/2025;18:10:00;167.155;167.220;167.070;167.220;2.172.759,00;65
WINJ26;30/12/2025;18:00:00;167.355;167.395;167.140;167.210;3.980.338,00;119
WINJ26;30/12/2025;17:50:00;167.360;167.475;167.300;167.385;4.587.023,00;137
WINJ26;30/12/2025;17:40:00;167.595;167.615;167.380;167.440;3.014.724,00;90
WINJ26;30/12/2025;17:30:00;167.655;167.660;167.580;167.610;1.206.840,00;36
WINJ26;30/12/2025;17:20:00;167.675;167.730;167.620;167.630;1.777.287,00;53
WINJ26;30/12/2025;17:10:00;167.550;167.695;167.550;167.695;1.341.146,00;40
WINJ26;30/12/2025;17:00:00;167.660;167.660;167.500;167.540;1.173.111,00;35
WINJ26;30/12/2025;16:50:00;167.630;167.710;167.615;167.685;268.282,00;8
WINJ26;30/12/2025;16:40:00;167.665;167.740;167.650;167.650;570.155,00;17
WINJ26;30/12/2025;16:30:00;167.650;167.665;167.555;167.600;670.446,00;20
WINJ26;30/12/2025;16:20:00;167.785;167.785;167.630;167.630;704.320,00;21
WINJ26;30/12/2025;16:10:00;167.780;167.780;167.680;167.750;972.858,00;29
WINJ26;30/12/2025;16:00:00;167.615;167.790;167.595;167.790;402.484,00;12
WINJ26;30/12/2025;15:50:00;167.625;167.670;167.550;167.600;2.078.304,00;62
WINJ26;30/12/2025;15:40:00;167.680;167.710;167.610;167.670;871.844,00;26
WINJ26;30/12/2025;15:30:00;167.815;167.815;167.690;167.690;536.722,00;16
WINJ26;30/12/2025;15:20:00;167.735;167.810;167.735;167.790;402.654,00;12
WINJ26;30/12/2025;15:10:00;167.805;167.820;167.700;167.700;335.505,00;10
WINJ26;30/12/2025;15:00:00;167.845;167.845;167.790;167.845;671.245,00;20
WINJ26;30/12/2025;14:50:00;167.855;167.855;167.800;167.820;939.958,00;28
WINJ26;30/12/2025;14:40:00;167.760;167.875;167.755;167.840;1.174.698,00;35
WINJ26;30/12/2025;14:30:00;167.795;167.860;167.740;167.790;2.785.767,00;83
WINJ26;30/12/2025;14:20:00;167.685;167.850;167.685;167.840;1.308.702,00;39
WINJ26;30/12/2025;14:10:00;167.715;167.715;167.580;167.640;301.740,00;9
WINJ26;30/12/2025;14:00:00;167.555;167.715;167.460;167.715;1.039.186,00;31
WINJ26;30/12/2025;13:50:00;167.565;167.715;167.565;167.650;838.077,00;25
WINJ26;30/12/2025;13:40:00;167.730;167.760;167.580;167.580;670.599,00;20
WINJ26;30/12/2025;13:30:00;167.670;167.810;167.670;167.790;4.228.208,00;126
WINJ26;30/12/2025;13:20:00;167.700;167.760;167.640;167.640;1.610.166,00;48
WINJ26;30/12/2025;13:10:00;167.630;167.680;167.625;167.660;2.179.487,00;65
WINJ26;30/12/2025;13:00:00;167.505;167.645;167.505;167.645;5.093.989,00;152
WINJ26;30/12/2025;12:50:00;167.390;167.555;167.390;167.505;2.009.766,00;60
WINJ26;30/12/2025;12:40:00;167.405;167.500;167.290;167.460;1.305.755,00;39
WINJ26;30/12/2025;12:30:00;167.160;167.450;167.130;167.400;1.071.054,00;32
WINJ26;30/12/2025;12:20:00;167.295;167.365;167.145;167.165;635.494,00;19
WINJ26;30/12/2025;12:10:00;167.130;167.285;167.130;167.285;1.605.479,00;48
WINJ26;30/12/2025;12:00:00;167.060;167.190;166.975;167.100;902.241,00;27
WINJ26;30/12/2025;11:50:00;167.300;167.320;166.970;167.015;1.704.173,00;51
WINJ26;30/12/2025;11:40:00;167.345;167.450;167.300;167.300;200.874,00;6
WINJ26;30/12/2025;11:30:00;167.455;167.455;167.120;167.435;2.810.681,00;84
WINJ26;30/12/2025;11:20:00;167.600;167.630;167.365;167.375;3.616.691,00;108
WINJ26;30/12/2025;11:10:00;167.635;167.660;167.420;167.600;837.837,00;25
WINJ26;30/12/2025;11:00:00;167.200;167.655;167.165;167.640;56.167.123,00;1.677
WINJ26;30/12/2025;10:50:00;167.335;167.480;167.205;167.205;12.950.871,00;387
WINJ26;30/12/2025;10:40:00;167.680;167.695;167.320;167.330;1.675.324,00;50
WINJ26;30/12/2025;10:30:00;167.820;167.990;167.590;167.690;27.673.744,00;825
WINJ26;30/12/2025;10:20:00;167.925;168.035;167.845;167.870;12.056.542,00;359
WINJ26;30/12/2025;10:10:00;167.580;167.955;167.445;167.800;19.359.688,00;577
WINJ26;30/12/2025;10:00:00;167.590;167.710;167.525;167.570;19.707.917,00;588
WINJ26;30/12/2025;09:50:00;167.690;167.740;167.585;167.740;8.882.364,00;265
WINJ26;30/12/2025;09:40:00;167.780;167.885;167.595;167.740;12.007.979,00;358
WINJ26;30/12/2025;09:30:00;167.520;167.975;167.450;167.710;25.200.667,00;751
WINJ26;30/12/2025;09:20:00;167.460;167.640;167.435;167.505;11.555.394,00;345
WINJ26;30/12/2025;09:10:00;167.200;167.500;167.200;167.500;23.691.098,00;708
WINJ26;30/12/2025;09:00:00;166.530;167.200;166.420;167.185;32.321.917,00;968
WINJ26;29/12/2025;18:20:00;166.320;166.420;166.320;166.420;34.967.374,00;1.051
WINJ26;29/12/2025;18:10:00;166.245;166.270;166.130;166.205;33.466.169,00;1.007
WINJ26;29/12/2025;18:00:00;166.210;166.320;166.210;166.240;1.928.542,00;58
WINJ26;29/12/2025;17:50:00;166.065;166.265;166.065;166.205;1.595.247,00;48
WINJ26;29/12/2025;17:40:00;166.220;166.220;166.050;166.050;8.138.330,00;245
WINJ26;29/12/2025;17:30:00;166.330;166.375;165.875;166.190;20.158.455,00;607
WINJ26;29/12/2025;17:20:00;166.300;166.305;166.280;166.300;232.810,00;7
WINJ26;29/12/2025;17:10:00;166.385;166.385;166.290;166.325;365.929,00;11
WINJ26;29/12/2025;17:00:00;166.175;166.365;166.175;166.355;1.064.332,00;32
WINJ26;29/12/2025;16:50:00;166.000;166.225;165.990;166.150;2.658.829,00;80
WINJ26;29/12/2025;16:40:00;166.010;166.010;166.010;166.010;66.404,00;2
WINJ26;29/12/2025;16:30:00;165.940;166.050;165.920;165.950;1.228.259,00;37
WINJ26;29/12/2025;16:20:00;165.845;165.950;165.845;165.950;564.092,00;17
WINJ26;29/12/2025;16:10:00;165.865;165.980;165.865;165.880;1.294.069,00;39
WINJ26;29/12/2025;16:00:00;165.800;165.865;165.735;165.865;961.581,00;29
WINJ26;29/12/2025;15:50:00;165.790;165.825;165.700;165.805;1.392.470,00;42
WINJ26;29/12/2025;15:40:00;166.000;166.000;165.780;165.880;1.294.011,00;39
WINJ26;29/12/2025;15:30:00;166.000;166.150;166.000;166.005;7.507.570,00;226
WINJ26;29/12/2025;15:20:00;166.250;166.300;165.940;166.000;8.005.303,00;241
WINJ26;29/12/2025;15:10:00;166.285;166.350;166.260;166.275;831.523,00;25
WINJ26;29/12/2025;15:00:00;166.185;166.295;166.185;166.295;4.289.126,00;129
WINJ26;29/12/2025;14:50:00;166.290;166.295;166.115;166.160;4.021.073,00;121
WINJ26;29/12/2025;14:40:00;166.305;166.400;166.275;166.275;698.586,00;21
WINJ26;29/12/2025;14:30:00;166.205;166.350;166.160;166.290;7.580.124,00;228
WINJ26;29/12/2025;14:20:00;166.075;166.175;166.075;166.150;232.570,00;7
WINJ26;29/12/2025;14:10:00;166.110;166.110;165.975;166.060;597.706,00;18
WINJ26;29/12/2025;14:00:00;166.130;166.130;166.045;166.105;13.622.142,00;410
WINJ26;29/12/2025;13:50:00;166.120;166.145;166.105;166.130;365.476,00;11
WINJ26;29/12/2025;13:40:00;166.110;166.120;166.000;166.000;365.309,00;11
WINJ26;29/12/2025;13:30:00;166.175;166.200;166.045;166.070;863.752,00;26
